operator,amenity,layer,opening_hours,Geometry Type,Parking Station Name,Coordinates,Location ID,parking_type,Rate Zone,Zone Info,CenterPoint,CenterPoint_rad
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-74.0045186, 40.7441163], [-74.004104, 40.7439442], [-74.0041966, 40.7438192], [-74.0042389, 40.743837], [-74.0046058, 40.7439915], [-74.0045186, 40.7441163]]",68,surface,N/A,N/A,"[-74.0043549, 40.743967749999996]","[-1.291619653819399, 0.7111163875638858]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-74.0144976, 40.7013759], [-74.0145201, 40.7013828], [-74.014586, 40.7014047], [-74.0146205, 40.7014189], [-74.014754, 40.701471], [-74.0147679, 40.7014539], [-74.0148029, 40.7014665], [-74.0149056, 40.7013344], [-74.0148823, 40.7013239], [-74.0147953, 40.7012923], [-74.0147833, 40.7012882], [-74.0147109, 40.7012608], [-74.0146197, 40.7012308], [-74.0144976, 40.7011952], [-74.014391, 40.7011688], [-74.014226, 40.7011362], [-74.0141536, 40.7011245], [-74.0141127, 40.701121], [-74.0140665, 40.7011159], [-74.0140155, 40.7011062], [-74.0140101, 40.7011266], [-74.014157, 40.7011545], [-74.0141503, 40.7011789], [-74.0142147, 40.7011881], [-74.0141872, 40.7012857], [-74.0142093, 40.7012842], [-74.0142401, 40.7012842], [-74.0142857, 40.7012938], [-74.0143454, 40.701308], [-74.0144393, 40.701333], [-74.014456, 40.7013065], [-74.0145285, 40.7013279], [-74.0145037, 40.7013635], [-74.0144976, 40.7013759]]",12,surface,N/A,N/A,"[-74.01445785, 40.7012886]","[-1.2917959835610633, 0.7103714958744333]"
USCG,parking,N/A,N/A,LineString,Unnamed,"[[-74.0149602, 40.7010779], [-74.0149312, 40.7011113], [-74.0149, 40.7010986], [-74.0148745, 40.7010945], [-74.0148792, 40.7010752], [-74.0143818, 40.7009833], [-74.0141902, 40.7009479], [-74.0141962, 40.700924], [-74.0141965, 40.7009184], [-74.0141949, 40.7009151], [-74.0141912, 40.7009131], [-74.0141684, 40.7009077], [-74.0141617, 40.7009064], [-74.0141556, 40.7009075], [-74.0141506, 40.7009115], [-74.0141382, 40.7009494], [-74.0140728, 40.7009373], [-74.0140883, 40.7008904], [-74.0140906, 40.7008841], [-74.0140909, 40.7008798], [-74.0140876, 40.7008757], [-74.0140812, 40.7008739], [-74.0140752, 40.7008737], [-74.0140712, 40.7008757], [-74.0140671, 40.700881], [-74.0140012, 40.7008702], [-74.0140967, 40.7005714], [-74.0141232, 40.7005847], [-74.0146465, 40.7008475], [-74.0146539, 40.7008388], [-74.0148188, 40.7009176], [-74.0148274, 40.7009072], [-74.0150255, 40.700997], [-74.0149602, 40.7010779]]",12,surface,N/A,N/A,"[-74.01451334999999, 40.700841350000005]","[-1.291796952218798, 0.7103636898893538]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9431397, 40.7933452], [-73.9412574, 40.7925488], [-73.9412263, 40.7925854], [-73.9431159, 40.7933813], [-73.9431397, 40.7933452]]]]",75,lane,N/A,N/A,"[-73.94237580000001, 40.79304118]","[-1.2905379144569762, 0.7119728804926329]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9430785, 40.7934543], [-73.9411862, 40.7926658], [-73.9411763, 40.7926794], [-73.9430686, 40.7934678], [-73.9430785, 40.7934543]]]]",74,lane,N/A,N/A,"[-73.94231762000001, 40.793144319999996]","[-1.2905368990244175, 0.7119746806252233]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9304955, 40.857452], [-73.9304231, 40.8574322], [-73.9304043, 40.8574738], [-73.9304003, 40.857455], [-73.9303929, 40.8574286], [-73.9303882, 40.8574023], [-73.9298987, 40.8574469], [-73.9299363, 40.8576335], [-73.9304298, 40.8575838], [-73.9304955, 40.857452]]]]",243,N/A,N/A,N/A,"[-73.93032646, 40.857476010000006]","[-1.290327613801284, 0.7130974804290957]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.98511, 40.7756764], [-73.9850369, 40.7755684], [-73.9849662, 40.7755983], [-73.9849014, 40.7756319], [-73.9848595, 40.7756728], [-73.9848151, 40.77572], [-73.9848786, 40.775749], [-73.9847923, 40.7758671], [-73.984748, 40.7758889], [-73.9846775, 40.775856], [-73.9843895, 40.77574], [-73.9836822, 40.7767086], [-73.9839184, 40.776794], [-73.9839591, 40.7768348], [-73.9840311, 40.776863], [-73.9841018, 40.7768711], [-73.9842085, 40.7767204], [-73.9842768, 40.7767468], [-73.9843296, 40.7766823], [-73.9840371, 40.7765561], [-73.9844567, 40.7759933], [-73.9847156, 40.7760986], [-73.9849758, 40.7757454], [-73.9850117, 40.7757145], [-73.98511, 40.7756764]]]]",143,N/A,N/A,N/A,"[-73.98455957600001, 40.77611896399999]","[-1.2912741602391, 0.711677532106699]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9659396, 40.7939124], [-73.9651497, 40.793588], [-73.9651206, 40.7936286], [-73.9650471, 40.7935984], [-73.9646282, 40.7941834], [-73.9654915, 40.7945379], [-73.9659396, 40.7939124]]]]",151,N/A,N/A,N/A,"[-73.9653309, 40.79390872857143]","[-1.2909385565321008, 0.7119880220716253]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9445277, 40.7866458], [-73.9444784, 40.7866262], [-73.9444733, 40.7866201], [-73.9444692, 40.7866111], [-73.9444682, 40.7866016], [-73.9444738, 40.7865931], [-73.9444119, 40.786567], [-73.9444005, 40.7865763], [-73.9443877, 40.7865786], [-73.9443711, 40.7865801], [-73.9443216, 40.7865617], [-73.9441372, 40.7868166], [-73.9443375, 40.7869066], [-73.9443821, 40.7868443], [-73.9445277, 40.7866458]]]]",75,surface,N/A,N/A,"[-73.94441119333332, 40.78665165999999]","[-1.2905734387722159, 0.7118613623310106]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.941027, 40.812173], [-73.9400973, 40.811796], [-73.9401914, 40.8116632], [-73.9398486, 40.8115242], [-73.9395367, 40.8119649], [-73.9390697, 40.8117756], [-73.9387671, 40.8122031], [-73.9396794, 40.8125729], [-73.9397977, 40.8124057], [-73.9398609, 40.8124313], [-73.9400899, 40.8125241], [-73.9402673, 40.8125959], [-73.9403778, 40.8124397], [-73.9402801, 40.8124001], [-73.9403453, 40.8123079], [-73.9404416, 40.8123469], [-73.9407452, 40.81247], [-73.9408008, 40.8124926], [-73.9409679, 40.8122566], [-73.941027, 40.812173]]]]",42,N/A,N/A,N/A,"[-73.94016093500001, 40.812225835]","[-1.2904992577702392, 0.712307715888242]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9381885, 40.805825], [-73.9379011, 40.8057093], [-73.9378178, 40.8058276], [-73.937742, 40.805797], [-73.9377126, 40.8057852], [-73.9375149, 40.8060664], [-73.9374343, 40.8060339], [-73.937371, 40.806124], [-73.937265, 40.8060813], [-73.9370733, 40.806354], [-73.9374168, 40.8064923], [-73.9376485, 40.8065856], [-73.9379597, 40.8061426], [-73.9378225, 40.8060874], [-73.9377929, 40.8060755], [-73.9378877, 40.8059406], [-73.9379743, 40.8059755], [-73.9380587, 40.8060095], [-73.9381885, 40.805825]]]]",74,N/A,N/A,N/A,"[-73.93772474210526, 40.8060388263158]","[-1.290456738183012, 0.7121997322158532]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.933453, 40.8049962], [-73.9333829, 40.8048003], [-73.9325461, 40.8044477], [-73.9323963, 40.8046658], [-73.9333311, 40.8050698], [-73.933384, 40.8050148], [-73.933453, 40.8049962]]]]",74,N/A,N/A,N/A,"[-73.93313520000001, 40.80485582857143]","[-1.2903766355621165, 0.7121790850101702]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.93156, 40.8002462], [-73.9305198, 40.799807], [-73.9304736, 40.7998739], [-73.9304258, 40.799886], [-73.9304705, 40.7999314], [-73.9304904, 40.7999138], [-73.9305134, 40.799909], [-73.9305347, 40.7999094], [-73.930547, 40.7999118], [-73.9305569, 40.7999186], [-73.9305651, 40.7999257], [-73.930572, 40.7999421], [-73.9305768, 40.7999607], [-73.9305769, 40.7999735], [-73.9305772, 40.7999818], [-73.9305868, 40.7999875], [-73.9306005, 40.7999988], [-73.93061, 40.8000073], [-73.9306172, 40.8000245], [-73.9309151, 40.8001428], [-73.9313959, 40.8003452], [-73.9314664, 40.8003735], [-73.93156, 40.8002462]]]]",74,N/A,N/A,N/A,"[-73.93072660869566, 40.80000942173913]","[-1.2903345977135208, 0.7120944992540554]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9335789, 40.8011952], [-73.9335315, 40.8011747], [-73.9335348, 40.8011612], [-73.9335136, 40.8011516], [-73.933461, 40.8011341], [-73.9334393, 40.8011392], [-73.9333907, 40.8011244], [-73.9331594, 40.8014557], [-73.9333428, 40.8015369], [-73.9335789, 40.8011952]]]]",74,N/A,N/A,N/A,"[-73.93345309000001, 40.801226820000004]","[-1.2903821837892757, 0.7121157468620158]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9800401, 40.7135324], [-73.9798732, 40.712349], [-73.9784642, 40.7124422], [-73.9784705, 40.7125255], [-73.9787544, 40.7125155], [-73.97876, 40.7125975], [-73.9796438, 40.7125337], [-73.979723, 40.7131521], [-73.9797716, 40.7135571], [-73.9800401, 40.7135324]]]]",232,N/A,N/A,N/A,"[-73.97935409, 40.712873740000006]","[-1.2911833073692334, 0.7105736947117379]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9790968, 40.7147541], [-73.9790584, 40.7146465], [-73.9789207, 40.7146051], [-73.9787576, 40.7145577], [-73.978139, 40.7143777], [-73.978108, 40.7143683], [-73.9777649, 40.7143975], [-73.9771402, 40.7142066], [-73.9769347, 40.7145989], [-73.9775289, 40.7147746], [-73.9784862, 40.7150577], [-73.9786778, 40.7146674], [-73.9790315, 40.7147665], [-73.9790968, 40.7147541]]]]",232,N/A,N/A,N/A,"[-73.97833867857143, 40.71460947857143]","[-1.2911655850965427, 0.7106039890647632]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9558303, 40.8120325], [-73.9557316, 40.811775], [-73.9551877, 40.8118938], [-73.9554534, 40.8121973], [-73.9558277, 40.8121157], [-73.9558303, 40.8120325]]]]",166,N/A,N/A,N/A,"[-73.9556435, 40.8120078]","[-1.2907694795061428, 0.7123039104596075]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9608902, 40.818839], [-73.9601742, 40.8185764], [-73.9599793, 40.8187744], [-73.9597121, 40.8191365], [-73.9597681, 40.8191598], [-73.9597289, 40.8191863], [-73.959928, 40.8192736], [-73.960335, 40.8194459], [-73.9608902, 40.818839]]]]",152,N/A,N/A,N/A,"[-73.96015622222222, 40.819025655555556]","[-1.2908482413671487, 0.7124263951454812]"
USCG,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-74.0150255, 40.700997], [-74.0148274, 40.7009072], [-74.0148188, 40.7009176], [-74.0146539, 40.7008388], [-74.0146465, 40.7008475], [-74.0141232, 40.7005847], [-74.0140967, 40.7005714], [-74.0140012, 40.7008702], [-74.0140671, 40.700881], [-74.0140712, 40.7008757], [-74.0140752, 40.7008737], [-74.0140812, 40.7008739], [-74.0140876, 40.7008757], [-74.0140909, 40.7008798], [-74.0140906, 40.7008841], [-74.0140883, 40.7008904], [-74.0140728, 40.7009373], [-74.0141382, 40.7009494], [-74.0141506, 40.7009115], [-74.0141556, 40.7009075], [-74.0141617, 40.7009064], [-74.0141684, 40.7009077], [-74.0141912, 40.7009131], [-74.0141949, 40.7009151], [-74.0141965, 40.7009184], [-74.0141962, 40.700924], [-74.0141902, 40.7009479], [-74.0143818, 40.7009833], [-74.0148792, 40.7010752], [-74.0148745, 40.7010945], [-74.0149, 40.7010986], [-74.0149312, 40.7011113], [-74.0149602, 40.7010779], [-74.0150255, 40.700997]]]]",12,surface,N/A,N/A,"[-74.014371, 40.700916023529416]","[-1.2917944677426079, 0.7103649931883061]"
New York City Police Department,parking,N/A,N/A,LineString,Unnamed,"[[-73.9998343, 40.7597058], [-74.0001878, 40.7592227], [-74.0001706, 40.7592155], [-73.9998098, 40.7590641], [-73.9994564, 40.7595472], [-73.9998343, 40.7597058]]",246,surface,N/A,N/A,"[-73.9998221, 40.75938495]","[-1.2915405415350647, 0.7113854684653242]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9417677, 40.7918353], [-73.9417504, 40.7918572], [-73.9417117, 40.7919062], [-73.9436078, 40.7927065], [-73.9436354, 40.7926627], [-73.9436454, 40.7926598], [-73.9436543, 40.792661], [-73.9436687, 40.7926673], [-73.9436798, 40.7926546], [-73.9436902, 40.7926428], [-73.9436688, 40.792631], [-73.9436677, 40.7926206], [-73.9436948, 40.7925786], [-73.9432588, 40.7923918], [-73.9433386, 40.7922823], [-73.9433723, 40.7922327], [-73.9425651, 40.7918933], [-73.9425245, 40.791951], [-73.9423423, 40.7918734], [-73.9423329, 40.791877], [-73.9423101, 40.7918685], [-73.9422394, 40.7919625], [-73.9421066, 40.7919111], [-73.9420846, 40.791942], [-73.9420763, 40.7919464], [-73.9420658, 40.7919504], [-73.9420524, 40.7919514], [-73.9420424, 40.7919502], [-73.9417677, 40.7918353]]",75,surface,N/A,N/A,"[-73.94270325, 40.792270900000005]","[-1.2905436295376116, 0.7119594365704707]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9414001, 40.7917086], [-73.9414898, 40.7915845], [-73.9410535, 40.7913967], [-73.9411473, 40.7912544], [-73.9411154, 40.7912403], [-73.941105, 40.7912339], [-73.9411052, 40.791225], [-73.9411056, 40.7912157], [-73.9411092, 40.7912082], [-73.9410513, 40.7911829], [-73.9410442, 40.7911928], [-73.9410323, 40.7911977], [-73.9410128, 40.7911999], [-73.9409751, 40.7911851], [-73.9407637, 40.7914756], [-73.9408568, 40.7915156], [-73.9408813, 40.7915261], [-73.9409238, 40.7914661], [-73.9409284, 40.7914629], [-73.9409364, 40.791463], [-73.9409425, 40.7914664], [-73.9409418, 40.7914718], [-73.9409168, 40.7915082], [-73.9414001, 40.7917086]]",75,surface,N/A,N/A,"[-73.94112675, 40.79144575]","[-1.2905161144219541, 0.7119450349861477]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9395771, 40.7909715], [-73.9396521, 40.7908731], [-73.9397198, 40.7907841], [-73.9395014, 40.7906912], [-73.9393711, 40.7908781], [-73.93938, 40.7908909], [-73.9395244, 40.7909499], [-73.9395771, 40.7909715]]",75,surface,N/A,N/A,"[-73.93954545, 40.79083135]","[-1.2904885155304924, 0.7119343116832234]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9455955, 40.7937739], [-73.9455537, 40.7938317], [-73.9454765, 40.7937994], [-73.9454384, 40.7938515], [-73.9455124, 40.7938833], [-73.945538, 40.7938933], [-73.9455445, 40.7938863], [-73.9455711, 40.7938985], [-73.9455731, 40.7939159], [-73.9455587, 40.7939538], [-73.9460339, 40.7941569], [-73.946047, 40.7941427], [-73.9460613, 40.794131], [-73.9460853, 40.7941256], [-73.9461089, 40.7941266], [-73.9461223, 40.7941311], [-73.9462509, 40.7941796], [-73.9463537, 40.7940793], [-73.9463063, 40.7940592], [-73.9462843, 40.7940871], [-73.9456972, 40.7938366], [-73.9456758, 40.7938552], [-73.9456667, 40.7938577], [-73.9456631, 40.7938507], [-73.9456952, 40.7938043], [-73.9456757, 40.7937956], [-73.9456605, 40.7937896], [-73.9456556, 40.7937957], [-73.9455955, 40.7937739]]",75,surface,N/A,N/A,"[-73.94589605, 40.79397675]","[-1.2905993544099694, 0.7119892092695157]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9356071, 40.8093692], [-73.9355843, 40.8093996], [-73.9355691, 40.8094198], [-73.9350976, 40.8092202], [-73.9351311, 40.8091741], [-73.9351471, 40.8091785], [-73.9351564, 40.8091792], [-73.9351658, 40.8091768], [-73.935195, 40.80914], [-73.9354376, 40.8092422], [-73.9354169, 40.8092726], [-73.9354146, 40.8092802], [-73.9354211, 40.8092866], [-73.9356071, 40.8093692]]",74,surface,N/A,N/A,"[-73.93535235, 40.8092799]","[-1.290415332129627, 0.7122562996229422]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9513303, 40.7904803], [-73.9513791, 40.7904755], [-73.9513925, 40.7904806], [-73.9514191, 40.790539], [-73.9512686, 40.7905636], [-73.9512305, 40.7904741], [-73.9512448, 40.7904215], [-73.9513145, 40.790331], [-73.9513208, 40.790323], [-73.9514655, 40.7901303], [-73.9515551, 40.7901315], [-73.9515973, 40.7901483], [-73.9516154, 40.7901559], [-73.9515551, 40.7902394], [-73.9514733, 40.7903436], [-73.9514543, 40.7903692], [-73.9514319, 40.790362], [-73.951409, 40.7903617], [-73.9513824, 40.7903668], [-73.9513646, 40.7903774], [-73.9513267, 40.79047], [-73.9513303, 40.7904803]]",75,surface,N/A,N/A,"[-73.95142295, 40.79034695]","[-1.2906958170123979, 0.7119258573083268]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.951032, 40.78908], [-73.9509956, 40.7891346], [-73.9512683, 40.789246], [-73.9512893, 40.7892171], [-73.9513496, 40.7891865], [-73.9513626, 40.7891661], [-73.9512846, 40.7891342], [-73.9510373, 40.7890331], [-73.9510122, 40.7890674], [-73.951032, 40.78908]]",75,N/A,N/A,N/A,"[-73.95117909999999, 40.78913955]","[-1.2906915610270169, 0.7119047842029382]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9514841, 40.792018], [-73.9513574, 40.7921936], [-73.9513602, 40.7922017], [-73.9513594, 40.7922098], [-73.9514981, 40.7922678], [-73.9515121, 40.79224], [-73.9515228, 40.7922138], [-73.9515312, 40.7921962], [-73.9515412, 40.7921822], [-73.9515557, 40.7921623], [-73.9515778, 40.792139], [-73.9515942, 40.7921243], [-73.9516173, 40.7920978], [-73.9516151, 40.7920869], [-73.9516241, 40.7920773], [-73.9514841, 40.792018]]",75,surface,N/A,N/A,"[-73.95149075, 40.7921429]","[-1.2906970003456308, 0.7119572025490281]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9493345, 40.7900934], [-73.9493735, 40.7901105], [-73.9494021, 40.790123], [-73.9494206, 40.7901311], [-73.949598, 40.7902088], [-73.94973, 40.7900219], [-73.949673, 40.7899978], [-73.9496641, 40.789987], [-73.9496104, 40.7899643], [-73.9496062, 40.7899697], [-73.9495521, 40.7900439], [-73.9494996, 40.7900217], [-73.9494677, 40.7900083], [-73.9494347, 40.7899944], [-73.9494105, 40.7899842], [-73.9493345, 40.7900934]]",75,surface,N/A,N/A,"[-73.94953225, 40.79008655]","[-1.2906628180722306, 0.7119213124709546]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9491105, 40.7899943], [-73.9492114, 40.789856], [-73.9492788, 40.7897637], [-73.9494407, 40.7898275], [-73.9494019, 40.7898825], [-73.9494465, 40.7899024], [-73.9494646, 40.78991], [-73.9494105, 40.7899842], [-73.9493345, 40.7900934], [-73.9492238, 40.7900444], [-73.949207, 40.7900369], [-73.9491739, 40.7900223], [-73.9491105, 40.7899943]]",75,surface,N/A,N/A,"[-73.94928755000001, 40.78992855]","[-1.290658547251551, 0.7119185548507364]"
N/A,parking,N/A,24/7,LineString,Edison ParkFast,"[[-73.9373953, 40.7919495], [-73.9370391, 40.7924263], [-73.936926, 40.7923792], [-73.9372746, 40.7918993], [-73.9373953, 40.7919495]]",75,surface,N/A,N/A,"[-73.93716065000001, 40.7921628]","[-1.290446892918491, 0.7119575498695492]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9323812, 40.7942754], [-73.9322334, 40.7944544], [-73.9319253, 40.7943104], [-73.931923, 40.7942939], [-73.9319226, 40.7942733], [-73.9319246, 40.7942535], [-73.9319323, 40.7942311], [-73.9319416, 40.7942145], [-73.9319572, 40.7941969], [-73.9319677, 40.7941848], [-73.931987, 40.7941697], [-73.9320024, 40.7941594], [-73.9320205, 40.7941525], [-73.932035, 40.7941472], [-73.9320489, 40.7941419], [-73.9321284, 40.7941738], [-73.9323812, 40.7942754]]",74,surface,N/A,N/A,"[-73.9321519, 40.79429815]","[-1.2903594737395814, 0.7119948187577316]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9328414, 40.8040457], [-73.9328642, 40.8040565], [-73.9329236, 40.8040818], [-73.9332777, 40.8042327], [-73.933635, 40.8037637], [-73.9331881, 40.8035791], [-73.9328414, 40.8040457]]",74,surface,N/A,N/A,"[-73.9332382, 40.803905900000004]","[-1.290378433251246, 0.7121625056289401]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.940116, 40.7911736], [-73.9402893, 40.7912428], [-73.940457, 40.7910172], [-73.9404175, 40.7909964], [-73.9404148, 40.7909835], [-73.9404235, 40.7909719], [-73.940357, 40.7909404], [-73.9403427, 40.7909492], [-73.9403315, 40.7909541], [-73.9403147, 40.7909546], [-73.9402868, 40.7909442], [-73.940116, 40.7911736]]",75,surface,N/A,N/A,"[-73.9402865, 40.7910916]","[-1.2905014492929143, 0.7119388539026018]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9780981, 40.7384841], [-73.9779727, 40.7386549], [-73.9779062, 40.7387455], [-73.9782215, 40.7388784], [-73.9783181, 40.7387467], [-73.9784134, 40.7386169], [-73.9780981, 40.7384841]]",137,surface,N/A,N/A,"[-73.9781598, 40.73868125]","[-1.2911624630765097, 0.7110241207329792]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-74.0094992, 40.7018079], [-74.009385, 40.7016489], [-74.0092138, 40.7017196], [-74.0093281, 40.7018786], [-74.0094992, 40.7018079]]",88,N/A,N/A,N/A,"[-74.0093565, 40.70176375]","[-1.2917069482072667, 0.7103797888063741]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-74.0006946, 40.7122583], [-74.0005999, 40.7121659], [-74.0004959, 40.7122824], [-74.0004475, 40.7123604], [-74.0003831, 40.7124149], [-74.0002914, 40.7124624], [-73.9995965, 40.7126445], [-73.9994881, 40.7126968], [-73.9994732, 40.7127221], [-73.9996208, 40.7127691], [-74.0002889, 40.7126085], [-74.0004066, 40.7125558], [-74.0005095, 40.7124929], [-74.0006946, 40.7122583]]",45,N/A,N/A,N/A,"[-74.00008389999999, 40.7124675]","[-1.2915451108070461, 0.7105666044861846]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9954967, 40.7504636], [-73.9954722, 40.7504691], [-73.9951038, 40.750309], [-73.995123, 40.7502776], [-73.9950819, 40.7502632], [-73.9951441, 40.7501634], [-73.9953501, 40.7502507], [-73.995436, 40.7501333], [-73.9955499, 40.7501811], [-73.9955926, 40.7501203], [-73.9956342, 40.7500609], [-73.9956759, 40.7500014], [-73.9957142, 40.7499469], [-73.9957955, 40.7499811], [-73.9957082, 40.7501009], [-73.9956264, 40.7502133], [-73.9956674, 40.7502305], [-73.9956536, 40.7502493], [-73.9954967, 40.7504636]]",68,surface,N/A,N/A,"[-73.9954387, 40.750208]","[-1.2914640367726324, 0.7112253004725334]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9749932, 40.7242352], [-73.9750567, 40.7241481], [-73.9750149, 40.7240141], [-73.9750846, 40.7239173], [-73.9751821, 40.7238946], [-73.9753001, 40.7238678], [-73.9753269, 40.7239361], [-73.9753609, 40.7240273], [-73.9754448, 40.7240101], [-73.9755571, 40.7239846], [-73.97557, 40.7240177], [-73.9754288, 40.7242172], [-73.9753808, 40.7242851], [-73.9752897, 40.7242465], [-73.9752014, 40.7242079], [-73.9751352, 40.7242957], [-73.9750388, 40.7242536], [-73.9749932, 40.7242352]]",4,surface,N/A,N/A,"[-73.9752816, 40.724081749999996]","[-1.291112229009979, 0.7107693113888343]"
