Location ID,amenity,Parking Station Name,operator,Rate Zone,Zone Info,opening_hours,layer,parking_type,Coordinates,Geometry Type,CenterPoint
50,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,surface,"[[-73.9985927, 40.7631305], [-73.9986309, 40.7630781], [-73.9988117, 40.7628301], [-73.9979217, 40.7624524], [-73.9978632, 40.7625343], [-73.9977967, 40.7625061], [-73.997732, 40.7624785], [-73.997624, 40.7626231], [-73.9976009, 40.7626131], [-73.9975902, 40.7626274], [-73.9972972, 40.7625009], [-73.9972564, 40.7625626], [-73.9975702, 40.7626982], [-73.9974374, 40.7628759], [-73.9975329, 40.7629166], [-73.9984603, 40.7633121], [-73.9985927, 40.7631305]]",LineString,"[-73.99803405, 40.762882250000004]"
50,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,surface,"[[-73.9921234, 40.766336], [-73.9921053, 40.7663574], [-73.9918719, 40.7662613], [-73.9918932, 40.766233], [-73.9919732, 40.7661227], [-73.9920454, 40.7660232], [-73.9919986, 40.7660035], [-73.9920439, 40.7659405], [-73.9921422, 40.7658055], [-73.9921508, 40.7657937], [-73.9921572, 40.7657843], [-73.9924168, 40.7658951], [-73.9923155, 40.7660354], [-73.9922041, 40.7661865], [-73.9922226, 40.7661985], [-73.9921234, 40.766336]]",LineString,"[-73.99214435, 40.76607085]"
87,parking,Unnamed,Icon Parking,Financial District,Zone M1 - (Commercial Vehicles $6.00 1st Hour / $7.00 2nd Hour / $8.00 3rd Hour - All Vehicles $4.50 1st Hour / $7.50 2nd Hour),N/A,N/A,surface,"[[-74.0055272, 40.7080442], [-74.0052602, 40.7081496], [-74.0051675, 40.7079504], [-74.005104, 40.7079725], [-74.0050979, 40.707974], [-74.0050786, 40.7079302], [-74.0050078, 40.7079483], [-74.0049976, 40.7079403], [-74.0049284, 40.7078109], [-74.0049166, 40.7077886], [-74.0049063, 40.7077679], [-74.0048927, 40.7077449], [-74.0048626, 40.7076858], [-74.00528, 40.7075437], [-74.00529, 40.7075666], [-74.0053053, 40.7076017], [-74.0053173, 40.7076286], [-74.0053232, 40.7076419], [-74.0053508, 40.7076984], [-74.0053764, 40.7077508], [-74.0054216, 40.7077995], [-74.005473, 40.7078548], [-74.0054337, 40.7078778], [-74.0054695, 40.7079395], [-74.0054878, 40.7079713], [-74.005494, 40.7079831], [-74.0055073, 40.708008], [-74.0055272, 40.7080442]]",LineString,"[-74.00519489999999, 40.70784665]"
164,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,surface,"[[-73.9878107, 40.7456087], [-73.9875302, 40.7454911], [-73.9875452, 40.7454711], [-73.9877014, 40.7452595], [-73.9878742, 40.7450213], [-73.9881144, 40.7451252], [-73.9879659, 40.7453258], [-73.9880035, 40.7453419], [-73.9879783, 40.7453789], [-73.9878107, 40.7456087]]",LineString,"[-73.9878223, 40.745315]"
90,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,surface,"[[-73.9947398, 40.7444894], [-73.9945797, 40.7444219], [-73.9946655, 40.7443042], [-73.994657, 40.7443006], [-73.9947354, 40.7441929], [-73.9947412, 40.7441837], [-73.9947555, 40.7441897], [-73.9948396, 40.7442252], [-73.994818, 40.7442548], [-73.9948889, 40.7442847], [-73.9948438, 40.744346], [-73.9947818, 40.7444314], [-73.9947398, 40.7444894]]",LineString,"[-73.9947343, 40.74433655]"
234,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,surface,"[[-73.9911522, 40.7423662], [-73.991019, 40.7423029], [-73.990873, 40.7425038], [-73.9908368, 40.7424886], [-73.9908037, 40.7425333], [-73.9907712, 40.742578], [-73.990831, 40.7426031], [-73.9906984, 40.7427857], [-73.9908222, 40.742841], [-73.9909623, 40.7426482], [-73.9909508, 40.7426434], [-73.9911522, 40.7423662]]",LineString,"[-73.9909253, 40.74257195]"
234,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,surface,"[[-73.9886226, 40.7393531], [-73.9887671, 40.7391543], [-73.9886033, 40.739091], [-73.9884619, 40.7392856], [-73.9886226, 40.7393531]]",LineString,"[-73.98861450000001, 40.73922205]"
232,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,surface,"[[-73.9864905, 40.7148962], [-73.9860344, 40.715148], [-73.9858312, 40.7149427], [-73.9858136, 40.7149259], [-73.9857806, 40.7146694], [-73.9857084, 40.7146733], [-73.985696, 40.7145443], [-73.9863071, 40.7144976], [-73.9864411, 40.7144874], [-73.9864827, 40.7147652], [-73.9864905, 40.7148962]]",LineString,"[-73.98609325000001, 40.7148177]"
68,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,surface,"[[-74.0054434, 40.743], [-74.0049349, 40.7427903], [-74.005029, 40.7426637], [-74.0050628, 40.7426781], [-74.0055335, 40.7428785], [-74.0054984, 40.7429258], [-74.0054434, 40.743]]",LineString,"[-74.00523419999999, 40.74283185]"
45,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,surface,"[[-73.9986867, 40.7093488], [-73.9985878, 40.7089992], [-73.9978173, 40.7091257], [-73.9978652, 40.7093139], [-73.9973724, 40.7093873], [-73.9974194, 40.7095473], [-73.9986867, 40.7093488]]",LineString,"[-73.99802955, 40.709273249999995]"
68,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,surface,"[[-73.9984134, 40.7553184], [-73.9983288, 40.7552829], [-73.9981671, 40.7552152], [-73.9981055, 40.7551893], [-73.9980893, 40.7551824], [-73.9980798, 40.7551953], [-73.9980695, 40.7552089], [-73.9980336, 40.7552575], [-73.9980254, 40.7552754], [-73.9980073, 40.7552999], [-73.9979437, 40.7553863], [-73.9979168, 40.7554237], [-73.9978278, 40.7555477], [-73.9977922, 40.7555973], [-73.9981089, 40.7557265], [-73.9984134, 40.7553184]]",LineString,"[-73.9981028, 40.75545445]"
116,parking,Unnamed,N/A,Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),N/A,N/A,surface,"[[-73.9524876, 40.8301857], [-73.9522338, 40.8305494], [-73.9516439, 40.8303138], [-73.951702, 40.8302305], [-73.9518978, 40.82995], [-73.9524876, 40.8301857]]",LineString,"[-73.95206575, 40.830249699999996]"
116,parking,Unnamed,N/A,Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),N/A,N/A,N/A,"[[-73.9516142, 40.8310477], [-73.9513958, 40.8313747], [-73.9516153, 40.8314586], [-73.9518338, 40.8311317], [-73.9516142, 40.8310477]]",LineString,"[-73.9516148, 40.831253149999995]"
79,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,surface,"[[-73.9872254, 40.7237873], [-73.9861034, 40.7233158], [-73.9859692, 40.7234993], [-73.9863643, 40.7236653], [-73.9863274, 40.7237158], [-73.9870542, 40.7240213], [-73.9872254, 40.7237873]]",LineString,"[-73.9865973, 40.72366855]"
125,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,surface,"[[-74.0086546, 40.7278872], [-74.0082972, 40.7278541], [-74.0082745, 40.7279946], [-74.0082714, 40.7280136], [-74.008263, 40.7280648], [-74.0086199, 40.728098], [-74.0086546, 40.7278872]]",LineString,"[-74.0084588, 40.72797605]"
125,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,surface,"[[-74.0069199, 40.7252132], [-74.0072064, 40.7252425], [-74.0071839, 40.7253686], [-74.0072825, 40.7253786], [-74.0072706, 40.7254452], [-74.0071382, 40.7254317], [-74.0071285, 40.7254859], [-74.0070837, 40.7254813], [-74.0070871, 40.7254624], [-74.0069797, 40.7254515], [-74.0069998, 40.7253387], [-74.0068994, 40.7253284], [-74.0069199, 40.7252132]]",LineString,"[-74.00709094999999, 40.725349550000004]"
125,parking,Unnamed,Park Fast,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),24/7,N/A,garage_boxes,"[[-74.0069199, 40.7252132], [-74.0068994, 40.7253284], [-74.0069998, 40.7253387], [-74.0069797, 40.7254515], [-74.0069737, 40.7254862], [-74.0068188, 40.7254709], [-74.0067838, 40.7256742], [-74.0065116, 40.7256474], [-74.0065542, 40.7253993], [-74.0065326, 40.7253972], [-74.0065235, 40.7253889], [-74.0065613, 40.7251765], [-74.0069199, 40.7252132]]",LineString,"[-74.0067557, 40.72542535]"
148,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,N/A,"[[-73.9896462, 40.7224941], [-73.9891996, 40.7223529], [-73.98915, 40.7224515], [-73.989319, 40.7225033], [-73.9892439, 40.7226314], [-73.9895175, 40.7227157], [-73.9896462, 40.7224941]]",LineString,"[-73.98939809999999, 40.7225343]"
148,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,N/A,"[[-73.9899681, 40.7222543], [-73.9902175, 40.7223336], [-73.990349, 40.7220917], [-73.9900848, 40.7220124], [-73.9899681, 40.7222543]]",LineString,"[-73.99015854999999, 40.722173]"
79,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,surface,"[[-73.9866516, 40.7243304], [-73.9868182, 40.7244009], [-73.9864835, 40.724855], [-73.9864011, 40.7248201], [-73.9863169, 40.7247844], [-73.9866516, 40.7243304]]",LineString,"[-73.98656755, 40.7245927]"
79,parking,Village View Parking Area 3,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,surface,"[[-73.985041, 40.7251842], [-73.9846822, 40.7256753], [-73.9844772, 40.7255913], [-73.9847886, 40.7251605], [-73.9844586, 40.7250235], [-73.9845284, 40.7249271], [-73.9848206, 40.7250484], [-73.9847955, 40.7250832], [-73.985041, 40.7251842]]",LineString,"[-73.9847498, 40.725301200000004]"
144,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,N/A,"[[-73.9995798, 40.7183117], [-73.9990715, 40.7181104], [-73.999046, 40.7181602], [-73.999207, 40.7182182], [-73.9990541, 40.7184753], [-73.9993679, 40.7185841], [-73.9995798, 40.7183117]]",LineString,"[-73.9993129, 40.71834725]"
125,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,N/A,"[[-74.0057328, 40.7249336], [-74.0053438, 40.724899], [-74.0053814, 40.7246724], [-74.0055544, 40.7246876], [-74.0055692, 40.724589], [-74.0057878, 40.7246083], [-74.0057328, 40.7249336]]",LineString,"[-74.0055658, 40.7247613]"
42,parking,Unnamed,N/A,Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),N/A,N/A,N/A,"[[-73.9462629, 40.8155885], [-73.9461036, 40.8158034], [-73.9459692, 40.8157463], [-73.9461285, 40.8155314], [-73.9462629, 40.8155885]]",LineString,"[-73.94611605, 40.815667399999995]"
42,parking,Unnamed,N/A,Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),N/A,N/A,N/A,"[[-73.9467348, 40.8159747], [-73.9464988, 40.8158763], [-73.9464344, 40.8159565], [-73.9462132, 40.8158682], [-73.9463741, 40.8156428], [-73.9468421, 40.8158387], [-73.9467348, 40.8159747]]",LineString,"[-73.94652765000001, 40.81580875]"
45,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,N/A,"[[-73.9950085, 40.7098692], [-73.9949603, 40.7096802], [-73.9948959, 40.7096903], [-73.9948771, 40.7096283], [-73.9944587, 40.7096964], [-73.994452, 40.7096751], [-73.9942334, 40.7097137], [-73.9942683, 40.7099841], [-73.9950085, 40.7098692]]",LineString,"[-73.99462095, 40.7098062]"
43,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,surface,"[[-73.9653493, 40.7837265], [-73.9654298, 40.7836117], [-73.9653534, 40.7835823], [-73.9653842, 40.7835366], [-73.9652058, 40.7834604], [-73.9651576, 40.7835183], [-73.9649551, 40.7834594], [-73.9649162, 40.7835132], [-73.9647217, 40.783432], [-73.96477, 40.7833559], [-73.9646506, 40.7832909], [-73.9645165, 40.7834777], [-73.9647311, 40.7835539], [-73.9651656, 40.7836788], [-73.9653493, 40.7837265]]",LineString,"[-73.96497314999999, 40.7835087]"
143,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,N/A,"[[-73.9863495, 40.7769016], [-73.9857509, 40.7766498], [-73.9853821, 40.7767865], [-73.9859014, 40.7769924], [-73.9863495, 40.7769016]]",LineString,"[-73.9858658, 40.7768211]"
143,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,N/A,"[[-73.9860403, 40.7771791], [-73.9854406, 40.7769269], [-73.9852961, 40.7771239], [-73.9858248, 40.7773462], [-73.9858615, 40.7772961], [-73.9858342, 40.777222], [-73.9858512, 40.7772035], [-73.9860403, 40.7771791]]",LineString,"[-73.98566819999999, 40.777136549999994]"
143,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,N/A,"[[-73.9849856, 40.7766378], [-73.9850578, 40.7766943], [-73.985068, 40.7767841], [-73.9847364, 40.7772344], [-73.9844498, 40.7771134], [-73.9847825, 40.7766618], [-73.9848777, 40.7766248], [-73.9849856, 40.7766378]]",LineString,"[-73.9847589, 40.7769296]"
143,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,surface,"[[-73.983988, 40.7766431], [-73.9840666, 40.7766751], [-73.9841189, 40.7766964], [-73.9842162, 40.776736], [-73.9840652, 40.7769495], [-73.9838317, 40.7768528], [-73.983988, 40.7766431]]",LineString,"[-73.98402395, 40.7767963]"
143,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,surface,"[[-73.9834767, 40.7772656], [-73.9837164, 40.7769394], [-73.9835336, 40.7768624], [-73.9832939, 40.7771885], [-73.9834767, 40.7772656]]",LineString,"[-73.98350515000001, 40.777063999999996]"
143,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,N/A,"[[-73.9861185, 40.7765012], [-73.9861457, 40.7764631], [-73.9863023, 40.7762438], [-73.9861685, 40.7761878], [-73.986122, 40.7762515], [-73.9861898, 40.7762798], [-73.9860535, 40.7764717], [-73.9861185, 40.7765012]]",LineString,"[-73.9861779, 40.7763445]"
143,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,surface,"[[-73.9852883, 40.7764644], [-73.9855824, 40.7760578], [-73.9853049, 40.7759427], [-73.9850067, 40.7763552], [-73.9850093, 40.776425], [-73.98505, 40.7764865], [-73.9851341, 40.7765171], [-73.9852181, 40.7765064], [-73.9852883, 40.7764644]]",LineString,"[-73.98529454999999, 40.776229900000004]"
143,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,surface,"[[-73.9868712, 40.7760534], [-73.9866629, 40.7763342], [-73.9864891, 40.7762601], [-73.9866974, 40.7759794], [-73.9868712, 40.7760534]]",LineString,"[-73.98668015, 40.776156799999995]"
74,parking,Unnamed,N/A,Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),N/A,N/A,surface,"[[-73.9386029, 40.8110556], [-73.9382689, 40.8109146], [-73.9383784, 40.8107659], [-73.9385151, 40.8108236], [-73.9387125, 40.8109069], [-73.9386029, 40.8110556]]",LineString,"[-73.93849069999999, 40.810910750000005]"
42,parking,Unnamed,N/A,Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),N/A,N/A,surface,"[[-73.9393361, 40.8116628], [-73.9396328, 40.8112683], [-73.939442, 40.8111861], [-73.9391453, 40.8115807], [-73.9393361, 40.8116628]]",LineString,"[-73.93938905, 40.811424450000004]"
127,parking,Unnamed,N/A,Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),N/A,N/A,N/A,"[[-73.9201058, 40.8625645], [-73.919922, 40.8628196], [-73.9196881, 40.8627233], [-73.9198719, 40.8624681], [-73.9201058, 40.8625645]]",LineString,"[-73.91989695000001, 40.86264385]"
127,parking,Unnamed,N/A,Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),N/A,N/A,N/A,"[[-73.9175682, 40.8671149], [-73.917281, 40.8670156], [-73.9173283, 40.8669427], [-73.9175226, 40.8668725], [-73.9175769, 40.866956], [-73.9176312, 40.8669388], [-73.9176663, 40.8669957], [-73.9176592, 40.8670222], [-73.9175682, 40.8671149]]",LineString,"[-73.91747365, 40.866993699999995]"
127,parking,Unnamed,N/A,Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),N/A,N/A,N/A,"[[-73.9171482, 40.8677734], [-73.9173437, 40.8678548], [-73.9176875, 40.8673827], [-73.9174921, 40.8673013], [-73.9171482, 40.8677734]]",LineString,"[-73.91741784999999, 40.867578050000006]"
125,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,surface,"[[-74.0071394, 40.7257115], [-74.0071805, 40.7254853], [-74.00745, 40.7255135], [-74.0074139, 40.7257117], [-74.0074092, 40.7257393], [-74.0073489, 40.7257333], [-74.0071394, 40.7257115]]",LineString,"[-74.0072947, 40.7256123]"
43,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,surface,"[[-73.9709789, 40.7805842], [-73.9710183, 40.7806089], [-73.9711747, 40.7806023], [-73.9711733, 40.7805842], [-73.9712699, 40.7805802], [-73.971271, 40.7805947], [-73.9712855, 40.7805941], [-73.9712669, 40.7803375], [-73.971246, 40.780325], [-73.9710755, 40.7803321], [-73.9709677, 40.7804233], [-73.9709697, 40.7804301], [-73.9709704, 40.7804385], [-73.9709746, 40.7804383], [-73.9709756, 40.7804523], [-73.9709576, 40.7804531], [-73.9709565, 40.7804391], [-73.9709585, 40.780439], [-73.9709549, 40.7804298], [-73.9709497, 40.7804236], [-73.9709385, 40.7804154], [-73.9709221, 40.7804119], [-73.9709223, 40.7804154], [-73.9708976, 40.7804165], [-73.9708413, 40.780381], [-73.9707481, 40.7804608], [-73.9707648, 40.7804887], [-73.970742, 40.7805182], [-73.9707447, 40.7806202], [-73.9709127, 40.7806146], [-73.970912, 40.7806051], [-73.9709467, 40.7806036], [-73.9709665, 40.7805832], [-73.9709645, 40.7805579], [-73.9709826, 40.7805571], [-73.9709838, 40.780574], [-73.9709789, 40.7805842]]",LineString,"[-73.97101375, 40.780472599999996]"
43,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,surface,"[[-73.9712597, 40.7812738], [-73.9714005, 40.7808139], [-73.9712785, 40.7807874], [-73.9711431, 40.7807694], [-73.9710691, 40.7807713], [-73.9709784, 40.7807783], [-73.970909, 40.7807935], [-73.9708303, 40.7808157], [-73.9707675, 40.7808444], [-73.9706846, 40.7808829], [-73.9707787, 40.7809957], [-73.970805, 40.7810187], [-73.970897, 40.7809793], [-73.9709077, 40.7809723], [-73.9711249, 40.7810629], [-73.9711465, 40.7810702], [-73.9711762, 40.7810402], [-73.9712187, 40.7810453], [-73.9711456, 40.7812518], [-73.9712597, 40.7812738]]",LineString,"[-73.97104254999999, 40.7810216]"
151,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,N/A,"[[-73.9642686, 40.7940151], [-73.9636025, 40.7937423], [-73.9634751, 40.7936901], [-73.9638753, 40.7931301], [-73.9639247, 40.7930505], [-73.9640613, 40.7931071], [-73.9647271, 40.7933833], [-73.9647073, 40.7934111], [-73.9647657, 40.793435], [-73.9643695, 40.7939898], [-73.9643054, 40.7939636], [-73.9642686, 40.7940151]]",LineString,"[-73.9641204, 40.7935328]"
41,parking,Unnamed,N/A,Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),N/A,N/A,N/A,"[[-73.9568653, 40.8009798], [-73.9566802, 40.8012275], [-73.9564375, 40.8011259], [-73.9566252, 40.8008752], [-73.9568653, 40.8009798]]",LineString,"[-73.9566514, 40.80105135]"
151,parking,Unnamed,N/A,96th St to 110th St,Zone M3 - (All Vehicles $2.50 1st Hour / $4.00 2nd Hour),N/A,N/A,N/A,"[[-73.9650222, 40.7982825], [-73.9652891, 40.7979343], [-73.965271, 40.7979269], [-73.9651341, 40.7978706], [-73.9649914, 40.7978099], [-73.9649788, 40.797827], [-73.9649599, 40.797819], [-73.9648786, 40.7979295], [-73.9647799, 40.7978876], [-73.9648613, 40.7977771], [-73.9648395, 40.7977678], [-73.9648521, 40.7977507], [-73.964701, 40.7976864], [-73.9646925, 40.7976979], [-73.9646225, 40.7976681], [-73.9645022, 40.7978315], [-73.9646228, 40.7978827], [-73.9646168, 40.7978909], [-73.9646852, 40.79792], [-73.964682, 40.7979243], [-73.9647068, 40.7979348], [-73.9646726, 40.7979812], [-73.9646479, 40.7979707], [-73.964645, 40.7979746], [-73.9645728, 40.7979439], [-73.9644951, 40.7980551], [-73.9650222, 40.7982825]]",LineString,"[-73.9648921, 40.797975300000004]"
151,parking,Unnamed,N/A,96th St to 110th St,Zone M3 - (All Vehicles $2.50 1st Hour / $4.00 2nd Hour),N/A,N/A,surface,"[[-73.9673603, 40.7947341], [-73.9671047, 40.7950958], [-73.9669036, 40.7950143], [-73.9671592, 40.7946527], [-73.9673603, 40.7947341]]",LineString,"[-73.96713195, 40.79487425]"
151,parking,Unnamed,N/A,96th St to 110th St,Zone M3 - (All Vehicles $2.50 1st Hour / $4.00 2nd Hour),N/A,N/A,surface,"[[-73.9676137, 40.7946364], [-73.9675306, 40.7947522], [-73.9676743, 40.7948113], [-73.9677125, 40.794758], [-73.9679857, 40.7948703], [-73.9675732, 40.7954453], [-73.9673048, 40.7953349], [-73.967341, 40.7952844], [-73.9671816, 40.7952189], [-73.9670772, 40.7953644], [-73.9676112, 40.795584], [-73.9681367, 40.7948515], [-73.9676137, 40.7946364]]",LineString,"[-73.96760695, 40.795110199999996]"
